,text,polarity,sentiment
4103,pincode ncova n dose slots n nage ndate sep nfees nrainbow hospital bg road c,0.0,neutral
4104,congratulations agthankappan ji assuming charge chairman board n board,0.0,neutral
4105,india ipl vivoipl cricket ipl covid covid corona lockdown covidsecondwaveinindia,0.0,neutral
4106,kerala arts crafts village thiruvananthapuram made covid audited public space visitors c,0.0,neutral
4107,covid lpu students receive placement offers pandemic n n covid lpu placement,0.1,positive
4108,adv indian bar association team young indian lawyers issued legal notice,0.15000000000000002,positive
4109,westbengal kolkata states india fever child se,0.0,neutral
4110,things every hosteller relate n n hosteller latestnewsvizag covid visakhapatnam visakhapatnamnews,0.0,neutral
4111,fight corona vr available n ue unrealengine indiedev gamer indiegamedev indiegames,0.4,positive
4112,n sathiya moorthy domestic front foodshortages accompanying long shadow forex crisis,-0.025,negative
4113,vitamind protect severe covidinfection death study n n covid coronavirus coviddeath covidnews,0.0,neutral
4114,public statement public spirited citizens ed raids harshmander s private home offices,0.125,positive
4115,workspace metaverse zoom burnout ncompanies co working metaverse n,0.0,neutral
4116,severe covid pregnant women lead early deliveries pregnancy loss even maternal death according,0.21666666666666667,positive
4117,outbreak covid catalyzed way used work riddhi mediratta interesting article analyses,0.5,positive
4118,covid vaccinationdrive math modellers dilbert s e erience sho,0.0,neutral
4119,children covid ja india vaccines pipeline read n,0.0,neutral
4120,e ert noted people find period returns normal following cycle important,0.18333333333333335,positive
4121,aai s tirupati gradually touching pre covid aircraft traffic figures average daily,0.11666666666666665,positive
4122,pincode ncovishield dose slots n nage ndate sep nfees nkauvery hospital e city,0.0,neutral
4123,pincode ncovishield dose slots n nage ndate sep nfees nkauvery hospital e city,0.0,neutral
4124,pincode ncova n dose slots n nage ndate sep nfees nkauvery hospital e city,0.0,neutral
4125,pincode ncova n dose slots n nage ndate sep nfees nkauvery hospital e city,0.0,neutral
4126,per cent india s adult population received doses covid vaccine pc got least one dose govt n n vaccination,-0.09999999999999999,negative
4127,momentous milestone achieved ludhiana war covid administrating million doses nludhiana beca,0.0,neutral
4128,russian president vladimirputin says will spend days self isolation dozens people en,0.0,neutral
4129,india prime minister n n globally leads way inoculating s citizens covid pan,0.0,neutral
4130,manufacturing thought l eader quality consultant chief startup advisory ma lators saravjit singh wri,0.0,neutral
4131,important takeaways health ministry briefing today f n n cova n covishield covid,0.4,positive
4132,covid numbers karnataka n enew cases state n enew cases lore n epositivity rate n edischarg,0.0,neutral
4133,tomorrow father dr pradip doshi will live interview doordarshan gujarati pm n n doordarshan,0.13636363636363635,positive
4134,pincode ncovishield dose slots n nage ndate sep nfees nsakra premium clinic p,0.0,neutral
4135,pincode ncovishield dose slots n nage ndate sep nfees nsakra premium clinic p,0.0,neutral
4136,pincode ncova n dose slots n nage ndate sep nfees nsakra premium clinic p w,0.0,neutral
4137,pincode ncova n dose slots n nage ndate sep nfees nsakra premium clinic p w,0.0,neutral
4138,pincode ncova n dose slots n nage ndate sep nfees nsakra premium clinic p w,0.0,neutral
4139,pincode ncova n dose slots n nage ndate sep nfees nsakra premium clinic p w,0.0,neutral
4140,pincode ncova n dose slots n nage ndate sep nfees nsakra premium clinic p w,0.0,neutral
4141,pincode ncova n dose slots n nage ndate sep nfees nsakra premium clinic p w,0.0,neutral
4142,perspective n n covid getvaccinatednow,0.0,neutral
4143,pincode ncovishield dose slots n nage ages ndate sep nfees nmanipal n,0.0,neutral
4144,pincode ncova n dose slots n nage ages ndate sep nfees nmanipal,0.0,neutral
4145,calling everyone come ja upcoming free vaccination drive f let s foc,0.4,positive
4146,tools tackle covid e st many communities work don t access n nread thes,0.5,positive
4147,students will allowed attend school prior permission parents covid protocol will strict,0.0,neutral
4148,indiafightscorona n n f dworld s largestvaccinedrive breaking records strengthening india s fight covid,0.0,neutral
4149,pincode ncovishield dose slots n nage ages ndate sep nfees nrajmahal,0.0,neutral
4150,pincode ncovishield dose slots n nage ages ndate sep nfees nrajmahal,0.0,neutral
4151,protribe ideal health care provider capable handling special needs come aging via profe,0.48571428571428577,positive
4152,despite pandemic nepal goes ahead class nboard e ms began september every step,0.0,neutral
4153,abhishek dubey manager e governance said covid times used ict iot initiatives,0.0,neutral
4154,uttarakhandhighcourt thursday vacated stay chardhamyatra directed state government c,0.0,neutral
4155,coronavirus treatment vitamin d may protect severe covid infection death says study n coronavirus vitamind,0.0,neutral
4156,keeping earth healthy available amazon order now,0.45,positive
4157,pincode ncovishield dose slots n nage ages ndate sep nfees nsantosh h,0.0,neutral
4158,pincode ncovishield dose slots n nage ages ndate sep nfees nsantosh h,0.0,neutral
4159,pincode ncovishield dose slots n nage ages ndate sep nfees nsantosh h,0.0,neutral
4160,pincode ncovishield dose slots n nage ages ndate sep nfees nsantosh h,0.0,neutral
4161,indiafightscorona n n f dworld s largestvaccinedrive breaking records strengthening india s fight covid,0.0,neutral
4162,free n npincode ncovishield dose slots n nage,0.4,positive
4163,free n npincode ncovishield dose slots n nage,0.4,positive
4164,covid employees leave jobs employers left die needed p,0.0,neutral
4165,indiafightscorona f e f nworld s n f largestvaccinedrive breaking records strengthening india s fight agai,0.0,neutral
4166,umar indiafightscorona f e f nworld s n f largestvaccinedrive breaking records strengthening india s fight agai,0.0,neutral
4167,indiafightscorona f e f nworld s n f largestvaccinedrive breaking records strengthening india s fight ag,0.0,neutral
4168,wondering approach different customers online n nwith covid tuned digital marketing services source,0.0,neutral
4169,cr covid vaccine doses administered india n n largestvaccinedrive n vaccineseva,0.0,neutral
4170,achhiaadatcampaign jica reaching across india manga wash support raising awareness o,0.0,neutral
4171,med wrap u al lukng jst dose maybe mnths tuk postcovid recovery medicine,0.0,neutral
4172,fantastic achievement india beats world covid vaccination front tin canister media won t,0.4,positive
4173,uk days still news pounds s,0.0,neutral
4174,sports clubs vizag must know n n sportsclubs sports latestnewsvizag covid visakhapatnam,0.0,neutral
4175,pincode ncovishield dose slots n nage ndate sep nfees naster clnic jp nagar,0.0,neutral
4176,pincode ncovishield dose slots n nage ndate sep nfees naster clnic jp nagar,0.0,neutral
4177,pincode ncova n dose slots n nage ndate sep nfees naster clinic cova n,0.0,neutral
4178,pincode ncova n dose slots n nage ndate sep nfees naster clinic cova n,0.0,neutral
4179,underneath uk s impressive national covid vaccine statistics troubling inequalities across age ethnic,1.0,positive
4180,covid vaccination sessions plan sep n mpvaccinationmahaabhiyan n jansamparkmp n jansamparkshajapur,0.0,neutral
4181,covid vaccine efficacy support boosters e erts fda covid,0.0,neutral
4182,sikkim covid update new cases tests total cases active cured discharged new recove,0.034848484848484844,positive
4183,covid punja starts first genomesequencing facility patiala la n n punjabnews n covid,0.25,positive
4184,whichever scientist wants predict behaviour wuhanvirus covid shooting dark best,0.35000000000000003,positive
4185,northern region india comprises mountains ganges historical monuments ensuring complete covid,0.05,positive
4186,given metros way covid vaccinated st dose indian government opening,0.0,neutral
4187,pi s bulletin covid n n f cr vaccine doses administered far n n f new cases last,0.07878787878787878,positive
4188,uk seeing shortage food amp might become permanent know amp caused problem,0.0,neutral
4189,covid third wave check ways spot delta variant tips stay safe n,0.25,positive
4190,amit chaudhary co founder tells us brand leveraged initial phase,0.0,neutral
4191,pincode ncovishield dose slots n nage ages ndate sep nfees nmga hospi,0.0,neutral
4192,pincode ncovishield dose slots n nage ages ndate sep nfees nmga hospi,0.0,neutral
4193,free n npincode ncovishield dose slots n nage,0.4,positive
4194,free n npincode ncovishield dose slots n nage,0.4,positive
4195,right now psa pressure swing adsorption plants started country plants comm,0.2857142857142857,positive
4196,live press briefing india non actions taken preparedness updates covid n n,0.13636363636363635,positive
4197,india prime minister globally leads way inoculating s citizens covid pande,0.0,neutral
4198,spjimr prof jayaraman article published wwm writes evolution supply chain man,0.0,neutral
4199,india prime minister globally leads way inoculating s citizens covid pande,0.0,neutral
4200,gstcouncil meet friday rate review tax concession covid drugs cards n nread,0.0,neutral
4201,administered cr covid vaccine doses population many countries across world n n vaccineseva,0.5,positive
4202,sunteck realty plans jda develop million sq ft shahad n nread,0.0,neutral
4203,districts continue show positivity says icmr head balram bhargava covid,0.0,neutral
4204,pincode ncovishield dose slots n nage ages ndate sep nfees nkanva dia,0.0,neutral
4205,pincode ncovishield dose slots n nage ages ndate sep nfees nkanva dia,0.0,neutral
4206,pincode ncovishield dose slots n nage ages ndate sep nfees nkanva dia,0.0,neutral
4207,pincode ncova n dose slots n nage ages ndate sep nfees nkoshys hosp,0.0,neutral
4208,covid even g many serious health issues g pushed clandestinely citing sham covid virus,-0.011111111111111108,negative
4209,covid positive pregnant women need immediate medical attention icmr study n covid coronavirus icmr,0.18686868686868685,positive
4210,pincode ncova n dose slots n nage ages ndate sep nfees nkoshys hosp,0.0,neutral
4211,fake vaccination certificate available telegram rs check point,-0.04999999999999999,negative
4212,right now psa pressure swing adsorption plants started country plants comm,0.2857142857142857,positive
4213,safety hands n singapore tweets,0.0,neutral
4214,good amount vitamin d body covid infection prevent severe disease death n n n n vitamind,0.7,positive
4215,alertness flattenthecurve coronavirus go outside unnecessarily wear facemask properly whenev,-0.13333333333333333,negative
4216,today first dose complete covid vaccinated,0.175,positive
4217,pincode ncovishield dose slots n nage ages ndate sep nfees nkanva dia,0.0,neutral
4218,pincode ncovishield dose slots n nage ages ndate sep nfees nkanva dia,0.0,neutral
4219,pincode ncovishield dose slots n nage ages ndate sep nfees nkanva dia,0.0,neutral
4220,let us take fight covid defeat practically,0.0,neutral
4221,population yrs given covid vaccination doses says health secretary rajesh bhushan,0.0,neutral
4222,vaccine hesitancy vaccinated n,0.0,neutral
4223,lifecell s mesocel gets dcgi nod clinical trial therapy treat patients moderate severe covid,0.0,neutral
4224,love thy neighbours thyself keep safe d s t n c e n,0.5,positive
